tripid,faremethod,fare,loc_from,loc_to,driverid,custid,distance,duration
3090,1,84.8,2,13,1455,3986,9.96,11
3091,2,113.8,13,9,1454,2039,4.38,6
3092,3,155.16,7,2,1919,2479,16.43,9
3093,2,158.9,14,7,1911,3770,8.89,15
3094,2,199.92,1,11,1530,2690,11.83,12
3095,3,180.48,11,12,1210,3100,18.54,9
3096,2,310.8,13,15,1764,2623,16.45,10
3097,2,275.04,8,3,1468,2536,14.96,5
3098,2,326.88,10,8,1110,2610,17.12,15
3099,2,130.3,9,12,1962,3497,6.03,18
3100,2,199.92,5,11,1356,3139,11.83,12
3101,2,117.1,1,5,1914,3729,4.71,20
3102,1,82.1,4,8,1627,2830,9.42,17
3103,2,148.5,7,12,1020,2700,7.85,12
3104,2,395.52,11,13,1413,3642,19.98,22
3105,1,186,1,15,1907,3538,19,15
3106,2,117.1,14,5,1176,2581,4.71,17
3107,2,224.64,6,3,1168,2456,12.86,21
3108,2,177.2,13,1,1566,2366,10.72,6
3109,2,110.2,12,1,1187,3042,4.02,11
3110,2,224.64,15,3,1958,2471,12.86,14
3111,2,286.8,15,6,1241,3647,15.45,12
3112,1,89.15,5,7,1686,3637,10.83,11
3113,2,149.5,10,4,1508,2749,7.95,21
3114,4,190.8,11,4,1189,2112,19.4,6
3115,2,177.2,13,1,1361,3533,10.72,17
3116,3,46.8,15,6,1745,2454,2.36,13
3117,4,65.15,7,9,1886,3315,6.03,9
3118,3,122.04,4,14,1537,3114,13.67,19
3119,4,147.84,12,5,1722,3929,15.82,20
3120,2,130.3,9,9,1969,2181,6.03,19
3121,2,176,4,2,1113,3346,10.6,15
3122,2,91.8,6,3,1962,2758,2.18,6
3123,2,381.6,4,9,1693,2114,19.4,10
3124,3,69.7,7,12,1082,2537,6.94,10
3125,3,64.5,12,1,1060,2630,5.9,9
3126,2,146.6,1,6,1441,2804,7.66,14
3127,1,74.75,1,11,1197,2757,7.95,9
3128,3,113.76,1,2,1800,2683,12.98,16
3129,2,106.9,2,9,1161,2902,3.69,11
3130,2,134.5,9,8,1529,2212,6.45,18
3131,1,88,14,9,1808,2995,10.6,12
3132,2,166.8,8,7,1313,2800,9.68,6
3133,4,50.2,2,1,1538,3750,3.04,15
3134,2,309.6,5,14,1103,2052,16.4,3
3135,2,192.24,15,15,1260,3946,11.51,12
3136,2,220.8,11,1,1741,2898,12.7,20
3137,2,310.8,10,1,1991,2175,16.45,14
3138,4,82.6,1,14,1048,2012,9.52,13
3139,3,119.28,12,5,1337,2092,13.44,21
3140,3,195.84,11,14,1997,3956,19.82,4
3141,2,309.6,3,9,1039,3235,16.4,17
3142,2,254.64,10,6,1208,2645,14.11,8
3143,4,106.68,5,12,1533,2648,12.39,11
3144,2,90,8,1,1082,2431,2,9
3145,2,220.8,10,10,1041,3874,12.7,15
3146,3,60.6,7,6,1183,3088,5.12,5
3147,2,305.76,6,1,1258,2902,16.24,17
3148,3,67.25,10,8,1130,3659,6.45,14
3149,1,105.84,6,9,1825,2598,12.32,20
3150,3,62.7,14,14,1046,3982,5.54,10
3151,4,79.45,13,9,1914,3456,8.89,2
3152,2,177.2,12,1,1053,2759,10.72,6
3153,1,70.5,13,9,1152,2617,7.1,12
3154,2,213.36,14,15,1553,2870,12.39,6
3155,2,148.5,13,6,1338,2083,7.85,6
3156,2,227.52,14,2,1600,3501,12.98,9
3157,2,312.72,15,12,1990,3281,16.53,19
3158,1,168.24,5,7,1028,2777,17.52,6
3159,4,145.2,9,6,1473,3592,15.6,10
3160,2,372,13,15,1820,2694,19,19
3161,2,301.68,5,3,1173,2381,16.07,13
3162,3,186,1,15,1971,2243,19,6
3163,2,301.68,7,3,1713,2215,16.07,16
3164,2,340.8,7,5,1495,2102,17.7,8
3165,2,140.1,4,1,1277,3051,7.01,18
3166,2,290.4,6,9,1047,2054,15.6,9
3167,4,99.6,13,5,1481,3912,11.8,23
3168,3,74.75,4,11,1026,3213,7.95,9
3169,2,290.4,2,6,1561,3906,15.6,19
3170,4,155.16,7,5,1469,2504,16.43,11
3171,2,377.28,11,7,1994,2911,19.22,11
3172,2,166.8,12,5,1107,3161,9.68,11
3173,2,301.68,15,13,1263,2008,16.07,21
3174,2,330.48,5,15,1276,2334,17.27,15
3175,2,150.4,11,9,1051,3857,8.04,10
3176,4,137.52,5,8,1203,3546,14.96,23
3177,4,60.6,3,6,1450,2191,5.12,17
3178,1,197.76,8,13,1073,2107,19.98,12
3179,2,173.4,4,6,1360,3513,10.34,17
3180,2,100.4,13,1,1566,3692,3.04,2
3181,2,141,8,9,1569,3082,7.1,22
3182,1,167.16,8,5,1220,2985,17.43,10
3183,3,83.4,2,5,1755,3137,9.68,18
3184,3,150.84,1,3,1763,2645,16.07,17
3185,2,228.72,10,10,1196,3242,13.03,20
3186,4,113.76,15,13,1070,3757,12.98,2
3187,4,89.15,12,8,1881,3542,10.83,12
3188,2,116.6,1,3,1799,2644,4.66,21
3189,2,330.48,3,15,1040,3358,17.27,10
3190,2,330.48,11,13,1132,2172,17.27,13
3191,2,178.3,10,8,1610,3455,10.83,23
3192,2,224.64,15,3,1870,2584,12.86,6
3193,2,336.48,4,7,1214,2179,17.52,6
3194,2,110.4,5,11,1945,3448,4.04,19
3195,2,165.2,8,11,1441,2019,9.52,12
3196,2,326.88,7,2,1482,3626,17.12,12
3197,3,45.9,9,5,1561,3859,2.18,6
3198,2,304.32,13,14,1184,3196,16.18,5
3199,2,90,4,3,1092,3498,2,20
3200,2,220.8,11,1,1773,2525,12.7,6
3201,3,82.1,9,8,1393,3070,9.42,21
3202,1,52.8,6,4,1963,2621,3.56,11
3203,3,113.76,7,2,1089,3622,12.98,4
3204,3,46.05,4,10,1708,2473,2.21,2
3205,1,152.88,2,1,1108,3351,16.24,3
3206,1,152.88,7,6,1835,3065,16.24,15
3207,2,155.2,15,4,1022,3907,8.52,11
3208,4,74.5,14,11,1519,3191,7.9,8
3209,2,176,2,15,1903,2877,10.6,6
3210,2,114.3,12,5,1446,2627,4.43,17
3211,2,114.3,14,5,1648,3019,4.43,6
3212,1,52.8,4,4,1077,3293,3.56,4
3213,1,64.5,8,9,1513,3273,5.9,6
3214,2,199.92,3,12,1389,3502,11.83,5
3215,2,125.8,11,8,1613,3829,5.58,6
3216,2,99.8,1,15,1908,2658,2.98,14
3217,2,99.8,5,15,1061,3465,2.98,6
3218,2,92.1,8,10,1021,2166,2.21,13
3219,2,158.9,8,9,1853,3533,8.89,10
3220,2,140.1,14,14,1785,2270,7.01,6
3221,1,152.16,4,14,1212,3611,16.18,18
3222,2,155.7,7,7,1390,2791,8.57,6
3223,2,391.68,3,10,1979,2692,19.82,6
3224,2,125.8,11,8,1607,2293,5.58,13
3225,2,271.2,11,11,1496,3258,14.8,4
3226,2,148.5,15,12,1012,3270,7.85,22
3227,2,241.2,8,12,1765,3647,13.55,8
3228,1,45.9,3,5,1676,2758,2.18,7
3229,2,395.52,9,11,1312,3060,19.98,11
3230,1,89.15,5,7,1790,2308,10.83,11
3231,4,165.24,14,13,1407,2003,17.27,6
3232,2,99.8,10,3,1825,2174,2.98,19
3233,2,220.8,11,1,1166,2730,12.7,22
3234,2,129.8,9,8,1333,2314,5.98,19
3235,4,84.8,7,13,1103,3446,9.96,9
3236,3,82.1,1,7,1476,3468,9.42,6
3237,3,65.15,15,12,1907,3739,6.03,9
3238,2,134.5,12,8,1373,2222,6.45,11
3239,2,291.84,4,14,1597,3323,15.66,16
3240,2,155.2,9,4,1259,2568,8.52,18
3241,4,165.24,13,15,1309,3086,17.27,12
3242,4,46.8,10,8,1612,3137,2.36,6
3243,2,169.6,2,13,1449,2632,9.96,17
3244,1,58.3,10,6,1888,2675,4.66,8
3245,4,138.36,15,3,1810,2632,15.03,8
3246,3,190.8,6,9,1360,2866,19.4,18
3247,2,106.9,6,5,1572,3797,3.69,11
3248,2,391.68,11,14,1296,2114,19.82,12
3249,2,305.76,11,6,1041,3665,16.24,6
3250,3,79,8,4,1211,3587,8.8,20
3251,2,312.72,13,9,1871,2714,16.53,12
3252,2,110.2,12,1,1046,2546,4.02,8
3253,3,135.6,4,10,1005,2628,14.8,9
3254,2,169.6,15,13,1232,3847,9.96,20
3255,2,156,2,1,1455,2992,8.6,9
3256,2,148.5,1,6,1974,3491,7.85,14
3257,4,93.12,8,7,1597,3066,11.26,11
3258,2,129.8,5,8,1917,2907,5.98,11
3259,3,59.1,12,8,1702,2305,4.82,6
3260,2,132.4,13,3,1373,3141,6.24,1
3261,1,70.5,13,9,1019,2926,7.1,19
3262,2,310.8,7,1,1743,2924,16.45,13
3263,4,155.4,9,1,1832,2786,16.45,12
3264,2,148.5,15,6,1820,2401,7.85,1
3265,2,372,12,6,1539,3423,19,16
3266,2,176,7,15,1299,2468,10.6,11
3267,2,114.3,14,6,1157,2841,4.43,11
3268,2,224.64,6,3,1087,2586,12.86,7
3269,2,149.8,6,4,1603,2481,7.98,18
3270,2,391.68,13,10,1037,3930,19.82,9
3271,2,113.8,9,9,1053,2666,4.38,6
3272,1,120.6,14,12,1940,2503,13.55,9
3273,2,178.3,7,10,1728,2680,10.83,21
3274,2,176,7,3,1691,3488,10.6,6
3275,2,146.6,8,7,1847,3043,7.66,21
3276,3,163.44,9,8,1925,2230,17.12,19
3277,4,79,3,5,1229,2131,8.8,10
3278,2,176,9,2,1458,3742,10.6,9
3279,1,48.4,2,15,1884,3411,2.68,11
3280,2,116.6,13,6,1886,3821,4.66,20
3281,2,155.2,12,8,1443,3400,8.52,12
3282,2,381.6,11,9,1566,3069,19.4,22
3283,2,155.2,14,4,1916,2987,8.52,22
3284,3,57.15,5,5,1740,2261,4.43,11
3285,1,188.64,1,7,1054,3886,19.22,12
3286,3,74.5,2,1,1071,2601,7.9,23
3287,1,77.85,8,10,1503,3563,8.57,15
3288,2,106.9,12,9,1173,2445,3.69,17
3289,2,130.3,8,7,1729,3265,6.03,11
3290,2,114.3,8,5,1620,2975,4.43,11
3291,4,53.45,11,9,1394,3858,3.69,14
3292,2,276.72,14,11,1579,2021,15.03,13
3293,2,312.72,2,9,1580,2366,16.53,10
3294,2,149,1,11,1095,3534,7.9,6
3295,3,127.32,6,11,1697,2767,14.11,9
3296,2,149.8,12,4,1094,2488,7.98,5
3297,2,125.4,10,14,1808,3671,5.54,20
3298,4,88,9,3,1908,3865,10.6,11
3299,3,152.16,15,15,1693,2286,16.18,22
3300,2,395.52,4,11,1492,2282,19.98,9
3301,4,152.16,15,14,1796,2128,16.18,13
3302,1,155.4,10,15,1488,2238,16.45,11
3303,2,105.6,3,4,1644,2951,3.56,3
3304,1,122.04,1,14,1201,3362,13.67,18
3305,3,197.76,6,11,1236,3348,19.98,20
3306,2,395.52,6,11,1933,2222,19.98,6
3307,2,155.7,3,10,1059,2436,8.57,12
3308,1,82.6,6,11,1446,3517,9.52,12
3309,2,301.68,14,3,1022,2157,16.07,14
3310,1,180.84,6,10,1431,2089,18.57,12
3311,2,90,8,1,1273,2682,2,12
3312,3,82.6,13,14,1291,2695,9.52,12
3313,2,391.68,6,14,1670,3188,19.82,3
3314,1,46.05,6,13,1144,3534,2.21,15
3315,3,67.25,5,14,1146,2565,6.45,12
3316,1,119.28,6,5,1068,3045,13.44,6
3317,3,155.4,1,15,1439,2001,16.45,16
3318,3,56.9,8,9,1450,3017,4.38,11
3319,1,186,7,6,1893,2652,19,11
3320,4,60.6,15,13,1053,3494,5.12,10
3321,2,286.8,1,2,1243,3811,15.45,6
3322,2,114.2,11,4,1743,2617,4.42,11
3323,2,146.6,12,7,1307,3160,7.66,6
3324,2,275.04,15,8,1057,2752,14.96,12
3325,2,304.32,14,15,1260,2358,16.18,21
3326,2,182.64,4,10,1035,3367,11.11,6
3327,2,309.6,9,9,1579,3900,16.4,14
3328,3,163.44,2,8,1235,2474,17.12,1
3329,4,180.84,10,10,1496,3611,18.57,15
3330,2,227.52,3,2,1125,3345,12.98,10
3331,2,391.68,11,14,1904,3834,19.82,15
3332,2,213.36,5,15,1064,3697,12.39,4
3333,2,134.5,4,14,1847,3587,6.45,16
3334,4,114.36,15,2,1399,2276,13.03,8
3335,1,188.64,1,7,1241,2051,19.22,11
3336,2,234.72,7,14,1300,3667,13.28,3
3337,2,310.8,7,1,1241,3380,16.45,3
3338,1,74.5,1,1,1039,3665,7.9,9
3339,2,199.2,3,13,1917,2938,11.8,18
3340,2,129,1,9,1391,3950,5.9,6
3341,2,130.3,3,9,1303,3149,6.03,6
3342,2,91.8,7,3,1582,3722,2.18,16
3343,3,62.7,13,4,1678,3084,5.54,9
3344,4,75.2,4,9,1488,2485,8.04,11
3345,2,304.32,7,14,1218,2168,16.18,12
3346,2,286.8,13,2,1642,2060,15.45,14
3347,2,334.32,11,12,1429,3513,17.43,12
3348,2,105.3,6,15,1415,2497,3.53,7
3349,2,336.48,2,7,1493,3316,17.52,22
3350,2,290.4,3,9,1525,3659,15.6,2
3351,1,59.1,4,8,1421,2631,4.82,6
3352,2,118.2,13,8,1279,3173,4.82,23
3353,3,168.24,4,7,1981,2233,17.52,12
3354,2,166.8,8,7,1354,2843,9.68,12
3355,3,93.12,9,11,1508,2468,11.26,6
3356,4,106.68,9,15,1504,2966,12.39,6
3357,2,177.2,9,1,1330,3097,10.72,6
3358,2,336.48,13,3,1626,3083,17.52,20
3359,4,49.9,3,15,1051,2925,2.98,15
3360,2,276.72,8,11,1818,2345,15.03,4
3361,2,309.6,1,14,1150,3400,16.4,22
3362,2,176,14,2,1955,3789,10.6,19
3363,2,241.2,10,1,1476,3713,13.55,17
3364,2,304.32,4,14,1816,2455,16.18,15
3365,2,113.8,3,8,1243,3047,4.38,9
3366,2,106.9,2,5,1884,3317,3.69,18
3367,1,65.15,15,3,1334,3464,6.03,18
3368,2,310.32,6,5,1235,3980,16.43,9
3369,2,114.2,12,15,1892,3499,4.42,14
3370,1,155.4,7,1,1078,2672,16.45,17
3371,2,361.68,5,10,1888,2890,18.57,6
3372,4,75.2,5,9,1963,2154,8.04,20
3373,2,354,6,12,1283,3262,18.25,2
3374,4,156.36,8,9,1962,3698,16.53,5
3375,2,334.32,6,12,1576,2603,17.43,12
3376,2,304.08,7,14,1050,3938,16.17,18
3377,3,46.05,13,10,1301,3842,2.21,12
3378,4,89.15,2,7,1651,2047,10.83,13
3379,2,158.9,12,9,1074,2220,8.89,16
3380,2,139.4,12,4,1127,2748,6.94,11
3381,2,304.08,6,12,1212,2714,16.17,18
3382,3,89.15,2,7,1201,3452,10.83,6
3383,3,65.15,5,12,1494,2952,6.03,18
3384,1,58.3,9,3,1436,2864,4.66,14
3385,4,170.4,9,5,1845,2276,17.7,11
3386,4,152.88,9,1,1557,3067,16.24,22
3387,2,140.1,1,14,1179,2439,7.01,12
3388,2,224.64,11,3,1688,3301,12.86,10
3389,1,147.84,6,10,1704,3166,15.82,3
3390,2,241.2,3,12,1049,3362,13.55,10
3391,2,118.2,7,11,1134,2915,4.82,1
3392,3,91.32,14,10,1593,2182,11.11,6
3393,2,305.76,2,6,1562,2289,16.24,20
3394,2,247.2,13,12,1154,2396,13.8,5
3395,1,55.1,1,1,1993,3326,4.02,15
3396,2,211.68,2,9,1435,3314,12.32,11
3397,2,125.8,13,8,1038,3909,5.58,19
3398,1,91.32,5,12,1683,2159,11.11,9
3399,2,372,13,6,1774,2630,19,12
3400,4,161.88,14,6,1122,2547,16.99,15
3401,2,114.3,7,6,1296,3511,4.43,18
3402,3,145.2,15,6,1550,2423,15.6,6
3403,3,145.2,6,6,1784,3074,15.6,4
3404,3,79.45,9,9,1587,2084,8.89,21
3405,2,192.24,8,15,1553,2818,11.51,6
3406,1,53.45,10,9,1865,2755,3.69,20
3407,1,67.25,10,8,1390,3774,6.45,6
3408,2,132.4,2,10,1791,3743,6.24,17
3409,2,304.32,4,14,1147,2788,16.18,17
3410,4,165.24,13,13,1460,3397,17.27,12
3411,4,57.1,7,15,1333,3642,4.42,11
3412,3,150.84,9,3,1764,3083,16.07,20
3413,3,50.25,12,15,1299,3478,3.05,16
3414,2,129.8,15,8,1713,3519,5.98,22
3415,2,178.3,15,7,1986,2978,10.83,11
3416,1,167.16,8,5,1738,3101,17.43,17
3417,2,140.1,3,14,1027,2650,7.01,16
3418,2,155.7,8,10,1251,2325,8.57,11
3419,2,176,10,2,1726,3241,10.6,14
3420,2,192.24,11,15,1043,2947,11.51,10
3421,2,177.2,1,4,1660,2200,10.72,6
3422,4,180.48,10,2,1898,2629,18.54,8
3423,2,156,9,1,1472,2953,8.6,21
3424,2,158.9,12,9,1994,3541,8.89,8
3425,2,275.04,11,8,1675,2709,14.96,1
3426,2,330.48,2,15,1260,2472,17.27,12
3427,2,301.68,4,13,1728,2482,16.07,18
3428,3,74.25,1,6,1974,3264,7.85,12
3429,1,112.32,11,4,1602,3535,12.86,3
3430,2,178.3,5,7,1727,3044,10.83,13
3431,1,145.92,10,5,1882,2090,15.66,1
3432,2,234.72,1,3,1835,2667,13.28,13
3433,2,132.4,9,10,1190,2273,6.24,10
3434,3,145.2,7,6,1397,2623,15.6,17
3435,2,276.72,14,11,1350,2703,15.03,9
3436,1,138.36,15,11,1831,2193,15.03,1
3437,2,114.2,4,4,1254,2187,4.42,12
3438,2,326.88,8,2,1371,2497,17.12,1
3439,2,148.5,3,6,1356,2991,7.85,14
3440,2,149,13,11,1652,3414,7.9,16
3441,2,361.68,9,10,1632,2917,18.57,11
3442,3,55.1,3,8,1004,2961,4.02,16
3443,2,254.64,15,11,1874,2826,14.11,8
3444,2,99.8,7,15,1079,3087,2.98,8
3445,2,129.8,1,5,1130,3509,5.98,19
3446,3,177,2,12,1246,3075,18.25,8
3447,4,45,14,3,1809,3207,2,11
3448,2,146.6,2,6,1394,3371,7.66,10
3449,3,127.32,5,11,1314,2198,14.11,18
3450,1,65.15,7,12,1127,3498,6.03,13
3451,1,168.24,15,3,1996,2945,17.52,9
3452,2,99.8,9,3,1997,2500,2.98,8
3453,2,381.6,10,4,1257,2605,19.4,21
3454,2,286.8,14,2,1240,2345,15.45,9
3455,2,121.2,12,13,1565,3328,5.12,6
3456,3,64.9,3,8,1832,3426,5.98,12
3457,3,52.65,7,8,1119,2115,3.53,11
3458,2,156,5,13,1424,3576,8.6,5
3459,2,318.24,3,11,1911,3655,16.76,12
3460,4,188.64,3,7,1314,2592,19.22,1
3461,3,159.12,13,9,1713,2545,16.76,12
3462,2,186.72,1,2,1398,3408,11.28,14
3463,4,147.84,2,10,1699,2106,15.82,6
3464,4,92.88,8,13,1223,3110,11.24,14
3465,4,77.6,8,4,1439,3747,8.52,14
3466,2,238.56,5,1,1134,3706,13.44,13
3467,2,291.84,12,5,1531,2163,15.66,14
3468,2,211.68,4,2,1595,3791,12.32,22
3469,2,165.2,6,14,1237,3394,9.52,18
3470,2,244.08,8,7,1125,3462,13.67,6
3471,1,197.76,9,11,1405,2349,19.98,6
3472,3,78,9,1,1570,2901,8.6,13
3473,2,286.8,13,2,1438,3341,15.45,9
3474,4,147.84,8,10,1323,2119,15.82,6
3475,1,50.25,1,15,1762,2432,3.05,12
3476,4,135.6,6,10,1151,3006,14.8,6
3477,2,90,1,1,1777,3408,2,10
3478,2,132.4,3,3,1685,3805,6.24,11
3479,2,318.24,9,9,1573,2558,16.76,12
3480,2,234.72,15,14,1490,2198,13.28,8
3481,2,295.68,12,5,1865,2797,15.82,2
3482,4,86.7,4,4,1648,2243,10.34,9
3483,2,291.84,14,5,1547,3440,15.66,23
3484,2,176,13,15,1550,3642,10.6,12
3485,1,114.36,5,2,1646,3119,13.03,12
3486,4,135.6,6,11,1161,3363,14.8,6
3487,2,309.6,13,9,1023,3337,16.4,9
3488,1,156.36,11,9,1172,3641,16.53,9
3489,2,377.28,7,7,1284,3017,19.22,20
3490,2,91.8,5,3,1347,3623,2.18,18
3491,4,57.1,14,15,1369,3897,4.42,1
3492,3,152.88,8,1,1648,3244,16.24,20
3493,2,110.4,9,2,1788,2689,4.04,11
3494,2,228.72,8,10,1233,2796,13.03,9
3495,4,123.6,8,8,1744,3929,13.8,6
3496,2,241.2,4,12,1359,2974,13.55,19
3497,2,247.2,1,8,1311,3886,13.8,6
3498,2,125.4,11,4,1611,3926,5.54,21
3499,2,150.4,8,13,1275,3339,8.04,19
3500,3,88,7,15,1417,3529,10.6,3
3501,2,100.5,15,11,1494,3595,3.05,21
3502,1,46.05,1,13,1082,2852,2.21,22
3503,2,158.9,1,7,1281,2740,8.89,21
3504,1,138.36,13,3,1124,3836,15.03,20
3505,3,84.8,5,13,1736,3466,9.96,11
3506,2,326.88,1,8,1852,3141,17.12,11
3507,1,70.5,1,9,1373,2956,7.1,4
3508,2,93.6,6,6,1219,3705,2.36,7
3509,1,89.15,2,7,1214,3892,10.83,1
3510,2,99.8,9,15,1476,3080,2.98,13
3511,3,77.6,7,4,1643,2946,8.52,10
3512,3,99.96,5,11,1745,3250,11.83,18
3513,2,176,5,2,1193,2532,10.6,6
3514,2,166.8,9,5,1002,2933,9.68,6
3515,4,156.36,2,9,1807,3556,16.53,14
3516,2,336.48,10,7,1847,3611,17.52,15
3517,2,150.4,4,13,1123,3289,8.04,15
3518,2,173.4,11,6,1302,3853,10.34,20
3519,2,220.8,2,10,1657,2816,12.7,16
3520,3,77.85,1,7,1604,3229,8.57,6
3521,2,330.48,8,13,1407,2745,17.27,8
3522,1,159.12,5,9,1059,3670,16.76,15
3523,2,130.3,14,12,1241,3443,6.03,16
3524,2,376.56,11,1,1056,2421,19.19,22
3525,1,120.6,12,1,1500,2625,13.55,17
3526,2,105.6,15,4,1816,3304,3.56,9
3527,2,228.72,1,10,1435,2056,13.03,3
3528,2,377.28,11,13,1703,3008,19.22,17
3529,2,360.96,8,12,1794,3885,18.54,20
3530,2,176,7,2,1085,2362,10.6,1
3531,1,55.1,11,8,1217,2958,4.02,7
3532,2,360.96,1,2,1984,3940,18.54,6
3533,2,391.68,12,14,1114,3779,19.82,11
3534,3,137.52,10,3,1548,3311,14.96,7
3535,2,186.72,9,4,1661,3142,11.28,6
3536,2,271.2,7,10,1068,2208,14.8,12
3537,2,323.76,10,6,1785,3728,16.99,15
3538,2,291.84,5,5,1660,3422,15.66,11
3539,2,376.56,2,2,1999,2939,19.19,8
3540,4,74.75,9,11,1999,2301,7.95,9
3541,4,57.1,3,4,1328,2603,4.42,15
3542,3,82.3,6,4,1782,2150,9.46,6
3543,2,336.48,10,7,1728,3480,17.52,6
3544,2,158.9,12,9,1119,3156,8.89,14
3545,3,96.12,9,2,1654,2959,11.51,15
3546,1,67.25,11,8,1084,3746,6.45,6
3547,3,150.84,3,13,1856,3803,16.07,18
3548,4,55.2,10,2,1797,2189,4.04,5
3549,2,129,3,9,1038,3414,5.9,11
3550,3,74.25,10,12,1912,2730,7.85,2
3551,2,130.3,2,7,1703,3693,6.03,17
3552,3,77.6,5,4,1167,3349,8.52,14
3553,2,113.8,10,9,1084,3769,4.38,16
3554,3,66.2,11,3,1547,2753,6.24,11
3555,1,195.84,10,10,1312,3585,19.82,15
3556,2,228.72,10,2,1803,2226,13.03,3
3557,1,137.52,11,3,1457,2450,14.96,23
3558,2,166.8,11,7,1633,2918,9.68,20
3559,2,276.72,12,3,1634,2793,15.03,11
3560,1,168.24,6,7,1799,2016,17.52,6
3561,2,361.68,7,10,1134,2666,18.57,16
3562,1,137.52,14,3,1340,2209,14.96,22
3563,2,155.2,3,4,1316,3366,8.52,19
3564,1,123.6,6,8,1707,2037,13.8,4
3565,2,340.8,9,5,1049,2025,17.7,19
3566,1,145.2,11,9,1207,3438,15.6,17
3567,3,62.9,6,8,1542,2373,5.58,16
3568,1,74.5,8,11,1940,3049,7.9,13
3569,4,56.9,13,9,1092,2394,4.38,6
3570,3,180.48,14,2,1639,2313,18.54,9
3571,2,354,1,12,1246,2698,18.25,8
3572,4,117.36,15,14,1795,3350,13.28,21
3573,4,70.05,4,1,1473,3158,7.01,23
3574,1,60.6,10,6,1922,3846,5.12,12
3575,2,178.3,15,8,1115,3923,10.83,12
3576,1,188.28,11,1,1550,2159,19.19,8
3577,2,336.48,3,7,1830,2750,17.52,22
3578,1,50.2,4,1,1198,2393,3.04,13
3579,2,234.72,15,14,1623,2323,13.28,8
3580,2,121.2,9,13,1843,2827,5.12,6
3581,2,173.4,8,4,1493,3386,10.34,23
3582,2,238.56,13,1,1906,3945,13.44,19
3583,2,125.4,14,4,1904,3934,5.54,17
3584,1,89.15,14,8,1784,3777,10.83,6
3585,3,197.76,12,11,1988,3559,19.98,19
3586,2,326.88,2,2,1067,2388,17.12,12
3587,2,186.24,15,11,1287,2823,11.26,17
3588,2,155.2,10,4,1321,3562,8.52,13
3589,2,336.48,10,7,1872,2710,17.52,13
3590,2,220.8,10,10,1452,2549,12.7,18
3591,2,318.24,11,9,1182,3301,16.76,17
3592,2,186.72,11,2,1716,2486,11.28,6
3593,3,56.9,1,8,1456,3762,4.38,22
3594,1,56.9,11,9,1397,2311,4.38,13
3595,4,138.36,5,3,1691,3972,15.03,6
3596,3,188.28,3,1,1325,3820,19.19,14
3597,2,199.92,2,12,1514,3118,11.83,6
3598,2,318.24,9,9,1713,2815,16.76,1
3599,3,99.6,12,5,1048,2281,11.8,18
3600,2,295.68,2,10,1788,2406,15.82,17
3601,2,149,4,1,1466,2350,7.9,21
3602,2,304.32,12,14,1284,2894,16.18,12
3603,3,57.15,4,5,1646,3274,4.43,12
3604,4,152.04,12,12,1289,3148,16.17,6
3605,2,92.1,12,13,1312,2264,2.21,10
3606,1,73.3,13,7,1266,2157,7.66,1
3607,3,197.76,12,11,1832,2685,19.98,21
3608,4,105.84,7,2,1549,3503,12.32,18
3609,4,65.15,11,7,1116,3430,6.03,20
3610,3,188.64,6,13,1255,2145,19.22,8
3611,2,173.4,15,4,1589,3178,10.34,11
3612,2,125.4,3,14,1201,3389,5.54,17
3613,2,178.3,12,10,1124,2628,10.83,15
3614,2,372,11,15,1823,3792,19,19
3615,2,312.72,15,9,1982,3152,16.53,12
3616,1,91.32,11,10,1598,2775,11.11,2
3617,1,74.9,9,4,1559,2464,7.98,13
3618,3,99.96,10,12,1816,2681,11.83,12
3619,3,70.05,7,1,1929,2977,7.01,6
3620,2,395.52,9,11,1134,3932,19.98,6
3621,4,89.15,7,8,1864,2575,10.83,10
3622,2,211.68,7,2,1049,3371,12.32,16
3623,2,129.8,2,8,1100,2903,5.98,18
3624,2,276.72,4,3,1019,2844,15.03,2
3625,2,155.7,5,7,1251,3557,8.57,9
3626,2,330.48,3,15,1339,3054,17.27,20
3627,2,158,6,5,1424,3125,8.8,18
3628,2,213.36,3,15,1107,2183,12.39,6
3629,2,185.76,8,14,1524,2969,11.24,8
3630,3,119.28,3,5,1779,3734,13.44,12
3631,3,117.36,1,3,1781,3775,13.28,17
3632,2,156,2,13,1344,2314,8.6,11
3633,3,50.25,15,11,1895,2532,3.05,22
3634,2,271.2,4,10,1521,3874,14.8,6
3635,2,164.6,5,4,1292,2359,9.46,12
3636,3,59.1,15,8,1575,3612,4.82,6
3637,4,147.84,5,5,1529,3277,15.82,18
3638,2,110.2,5,1,1351,3121,4.02,6
3639,2,391.68,14,10,1615,2532,19.82,21
3640,2,323.76,4,6,1499,2065,16.99,15
3641,4,74.9,3,4,1033,2965,7.98,12
3642,3,145.92,8,5,1010,2110,15.66,11
3643,4,163.44,2,8,1862,2114,17.12,8
3644,2,118.2,9,11,1736,2096,4.82,22
3645,2,156,8,1,1093,3635,8.6,8
3646,2,247.2,5,12,1246,3678,13.8,1
3647,4,69.7,11,12,1865,2431,6.94,6
3648,2,271.2,1,11,1231,3309,14.8,12
3649,2,361.68,6,10,1205,2764,18.57,14
3650,2,125.8,2,13,1495,3426,5.58,12
3651,2,186.24,6,7,1095,3544,11.26,19
3652,2,254.64,13,11,1093,2450,14.11,21
